@relation 'dataset_corrected_only_comments_and_manually_revised_subset_(only comments and class)'

@attribute text STRING
@attribute __directive_class__ {directive,non-directive}

@data
'If the value is a <code>String</code> it is converted using  {',non-directive
'@link _ClassElement_#parse(String)} on the system default formatter  returning <code>null</code> if the conversion fails.  ',non-directive
'Otherwise, <code>null</code> is returned.   ',non-directive
'@param map  the map to use  ',non-directive
'@param key  the key to look up  ',non-directive
'@return the value in the Map as a Number, <code>null</code> if null map input ',non-directive
' Gets a Byte from a Map in a null-safe manner.  <p>  The Byte is obtained from the results of {@link #_ClassElement_(Map,Object)}.   @param map  the map to use  @param key  the key to look up  @return the value in the Map as a Byte, <code>null</code> if null map input ',non-directive
' Gets a Byte from a Map in a null-safe manner.  ',non-directive
'<p>  The Byte is obtained from the results of {',non-directive
'@link #_ClassElement_(Map,Object)}.   ',non-directive
'@param map  the map to use  ',non-directive
'@param key  the key to look up  ',non-directive
'@return the value in the Map as a Byte, <code>null</code> if null map input ',non-directive
' Gets a Short from a Map in a null-safe manner.  <p>  The Short is obtained from the results of {@link #_ClassElement_(Map,Object)}.   @param map  the map to use  @param key  the key to look up  @return the value in the Map as a Short, <code>null</code> if null map input ',non-directive
' Gets a Short from a Map in a null-safe manner.  ',non-directive
'<p>  The Short is obtained from the results of {',non-directive
'@link #_ClassElement_(Map,Object)}.   ',non-directive
'@param map  the map to use  ',non-directive
'@param key  the key to look up  ',non-directive
'@return the value in the Map as a Short, <code>null</code> if null map input ',non-directive
' Gets a Integer from a Map in a null-safe manner.  <p>  The Integer is obtained from the results of {@link #_ClassElement_(Map,Object)}.   @param map  the map to use  @param key  the key to look up  @return the value in the Map as a Integer, <code>null</code> if null map input ',non-directive
' Gets a Integer from a Map in a null-safe manner.  ',non-directive
'<p>  The Integer is obtained from the results of {',non-directive
'@link #_ClassElement_(Map,Object)}.   ',non-directive
'@param map  the map to use  ',non-directive
'@param key  the key to look up  ',non-directive
'@return the value in the Map as a Integer, <code>null</code> if null map input ',non-directive
' Gets a Long from a Map in a null-safe manner.  <p>  The Long is obtained from the results of {@link #_ClassElement_(Map,Object)}.   @param map  the map to use  @param key  the key to look up  @return the value in the Map as a Long, <code>null</code> if null map input ',non-directive
' Gets a Long from a Map in a null-safe manner.  ',non-directive
'<p>  The Long is obtained from the results of {',non-directive
'@link #_ClassElement_(Map,Object)}.   ',non-directive
'@param map  the map to use  ',non-directive
'@param key  the key to look up  ',non-directive
'@return the value in the Map as a Long, <code>null</code> if null map input ',non-directive
' Gets a Float from a Map in a null-safe manner.  <p>  The Float is obtained from the results of {@link #_ClassElement_(Map,Object)}.   @param map  the map to use  @param key  the key to look up  @return the value in the Map as a Float, <code>null</code> if null map input ',non-directive
' Gets a Float from a Map in a null-safe manner.  ',non-directive
'<p>  The Float is obtained from the results of {',non-directive
'@link #_ClassElement_(Map,Object)}.   ',non-directive
'@param map  the map to use  ',non-directive
'@param key  the key to look up  ',non-directive
'@return the value in the Map as a Float, <code>null</code> if null map input ',non-directive
' Gets a Double from a Map in a null-safe manner.  <p>  The Double is obtained from the results of {@link #_ClassElement_(Map,Object)}.   @param map  the map to use  @param key  the key to look up  @return the value in the Map as a Double, <code>null</code> if null map input ',non-directive
' Gets a Double from a Map in a null-safe manner.  ',non-directive
'<p>  The Double is obtained from the results of {',non-directive
'@link #_ClassElement_(Map,Object)}.   ',non-directive
'@param map  the map to use  ',non-directive
'@param key  the key to look up  ',non-directive
'@return the value in the Map as a Double, <code>null</code> if null map input ',non-directive
' Gets a Map from a Map in a null-safe manner.  <p>  If the value returned from the specified map is not a Map then  <code>null</code> is returned.   @param map  the map to use  @param key  the key to look up  @return the value in the Map as a Map, <code>null</code> if null map input ',non-directive
' Gets a Map from a Map in a null-safe manner.  ',non-directive
'<p>  If the value returned from the specified map is not a Map then  <code>null</code> is returned.   ',non-directive
'@param map  the map to use  ',non-directive
'@param key  the key to look up  ',non-directive
'@return the value in the Map as a Map, <code>null</code> if null map input ',non-directive
'  Looks up the given key in the given map, converting null into the   given default value.    @param map  the map whose value to look up   @param key  the key of the value to look up in that map   @param _ClassElement_  what to return if the value is null   @return  the value in the map, or _ClassElement_ if the original value     is null or the map is null ',non-directive
'  Looks up the given key in the given map, converting null into the   given default value.    ',non-directive
'@param map  the map whose value to look up   ',non-directive
'@param key  the key of the value to look up in that map   ',non-directive
'@param _ClassElement_  what to return if the value is null   ',non-directive
'@return  the value in the map, or _ClassElement_ if the original value     is null or the map is null ',non-directive
'  Looks up the given key in the given map, converting the result into   a string, using the default value if the the conversion fails.    @param map  the map whose value to look up   @param key  the key of the value to look up in that map   @param _ClassElement_  what to return if the value is null or if the      conversion fails   @return  the value in the map as a string, or _ClassElement_ if the     original value is null, the map is null or the string conversion     fails ',non-directive
'  Looks up the given key in the given map, converting the result into   a string, using the default value if the the conversion fails.    ',non-directive
'@param map  the map whose value to look up   ',non-directive
'@param key  the key of the value to look up in that map   ',non-directive
'@param _ClassElement_  what to return if the value is null or if the      conversion fails   ',non-directive
'@return  the value in the map as a string, or _ClassElement_ if the     original value is null, the map is null or the string conversion     fails ',non-directive
'  Looks up the given key in the given map, converting the result into   a boolean, using the default value if the the conversion fails.    @param map  the map whose value to look up   @param key  the key of the value to look up in that map   @param _ClassElement_  what to return if the value is null or if the      conversion fails   @return  the value in the map as a boolean, or _ClassElement_ if the     original value is null, the map is null or the boolean conversion     fails ',non-directive
'  Looks up the given key in the given map, converting the result into   a boolean, using the default value if the the conversion fails.    ',non-directive
